Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
Dungeon Siege: Throne of Agony,True,1,True,True,Role-Playing (RPG),True,2K,True,74,0.13,24.95,Sony PSP,E,True,2006,17.6,18.6,16.833333333333332,5,16.833333333333332,16.833333333333332,16.833333333333332,16.833333333333332,1,16.833333333333332,18.383333333333333,19.183333333333334,18.383333333333333,2,17.583333333333332,17.216666666666665,17.6,17.216666666666665,2,16.833333333333332
Final Fantasy XI Online,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,66,0.18,4.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Hellboy: The Science of Evil,True,1,True,True,Action,True,Konami,True,42,0.04,14.95,Sony PSP,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
F.E.A.R.: First Encounter Assault Recon,True,1,True,True,Action,True,,True,72,0.18,17.95,PlayStation 3,T,True,2007,9.4,18.6,9.0,557,6.6,11.9,17.433333333333334,11.866666666666667,62,8.383333333333333,10.933333333333334,19.25,10.066666666666666,106,7.983333333333333,8.583333333333334,13.25,8.416666666666666,389,6.25
Contra 4,True,1,True,True,Action,True,Konami,True,83,0.27,17.95,Nintendo DS,T,True,2007,7.366666666666666,17.916666666666668,3.1166666666666667,12,3.1166666666666667,17.5,17.75,17.5,2,17.25,0.0,0.0,0.0,0,0.0,5.333333333333333,17.166666666666668,2.1166666666666667,10,2.3666666666666667
Cube,True,1,True,True,Strategy,True,,True,60,0.02,17.95,Sony PSP,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Armored Core: Formula Front - Extreme Battle,True,1,True,True,"Action,Strategy",True,,True,66,0.05,16.95,Sony PSP,E,True,2004,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Rock Band 2,True,1,True,True,"Action,Simulation",True,,True,91,1.11,24.95,PlayStation 3,E,True,2008,62.55,418.75,12.5,27,20.75,295.8666666666667,295.8666666666667,295.8666666666667,1,295.8666666666667,97.35,429.3333333333333,20.0,13,34.333333333333336,9.816666666666666,16.7,9.0,13,6.7
Madden NFL 08,True,4,True,True,Sports,True,EA,True,85,2.32,9.95,X360,E,True,2007,106.0,176.25,17.0,3,35.75,10.0,10.0,10.0,1,10.0,291.0,291.0,291.0,1,291.0,17.0,17.0,17.0,1,17.0
The Outfit,True,2,True,True,Action,True,THQ,True,70,0.23,14.95,X360,E,True,2006,7.866666666666667,7.933333333333334,7.866666666666667,2,7.8,0.0,0.0,0.0,0,0.0,7.75,7.75,7.75,1,7.75,8.0,8.0,8.0,1,8.0
Thrillville,True,1,True,True,"Simulation,Strategy",True,Atari,True,72,0.2,14.95,Sony PSP,E,True,2006,8.233333333333333,8.233333333333333,8.233333333333333,1,8.233333333333333,0.0,0.0,0.0,0,0.0,8.233333333333333,8.233333333333333,8.233333333333333,1,8.233333333333333,0.0,0.0,0.0,0,0.0
Ratchet & Clank Future: Tools of Destruction,True,1,True,True,Action,True,Sony,True,89,0.86,22.95,PlayStation 3,E,True,2007,16.866666666666667,32.71666666666667,14.0,113,11.466666666666669,39.266666666666666,44.68333333333333,39.5,12,29.683333333333334,16.483333333333334,25.366666666666667,15.0,34,12.866666666666667,13.066666666666666,16.6,13.366666666666667,67,10.35
Grand Theft Auto IV,True,1,True,True,"Action,Racing / Driving",True,Rockstar,True,98,3.91,24.95,PlayStation 3,E,True,2008,38.88333333333333,152.71666666666667,32.0,824,21.716666666666665,82.95,175.73333333333332,80.0,73,53.23333333333333,41.86666666666667,71.96666666666667,40.0,350,28.466666666666665,28.25,46.88333333333333,28.0,401,18.05
Brothers in Arms: D-Day,True,1,True,True,Action,True,Ubisoft,True,65,0.19,6.95,Sony PSP,T,True,2006,8.0,8.0,8.0,2,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,2,8.0
Samba de Amigo,True,2,True,True,Action,True,Sega,True,68,0.4,12.95,Nintendo Wii,T,True,2008,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,73,0.05,16.95,Sony PSP,E,True,2007,16.45,18.0,15.6,8,15.0,0.0,0.0,0.0,0,0.0,17.416666666666668,18.683333333333334,17.35,4,16.183333333333334,15.5,16.616666666666667,15.0,4,14.616666666666667
Saints Row,True,1,True,True,"Action,Racing / Driving",True,THQ,True,81,1.23,14.95,X360,T,True,2006,24.683333333333334,83.66666666666667,20.0,57,18.133333333333333,55.61666666666667,98.35,47.81666666666667,7,37.1,23.5,26.466666666666665,22.366666666666667,22,19.466666666666665,17.883333333333333,22.216666666666665,17.0,28,15.683333333333334
Sonic the Hedgehog,True,2,True,True,Action,True,Sega,True,43,0.4,16.95,PlayStation 3,M,True,2007,3.533333333333333,7.533333333333333,3.1333333333333333,50,2.4166666666666665,8.866666666666667,10.3,8.866666666666667,2,7.433333333333334,4.133333333333334,6.033333333333333,4.0,18,3.2,2.8166666666666664,3.4166666666666665,2.8666666666666667,30,2.1666666666666665
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,71,0.16,17.95,PlayStation 3,E,True,2008,10.133333333333333,14.933333333333334,9.6,58,7.933333333333334,13.133333333333333,16.5,12.866666666666667,5,9.75,11.55,15.583333333333334,10.816666666666666,12,9.583333333333334,9.35,14.583333333333334,9.0,41,7.583333333333333
SSX Blur,True,4,True,True,Sports,True,EA,True,74,0.31,17.95,Nintendo Wii,E,True,2007,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Fight Night Round 3,True,2,True,True,"Action,Sports",True,EA,True,83,0.86,13.95,PlayStation 3,T,True,2006,11.183333333333334,13.033333333333331,11.0,21,7.8,10.583333333333334,12.266666666666667,10.5,6,7.533333333333333,12.5,13.75,12.5,4,11.25,11.033333333333331,13.0,11.0,11,10.0
The Darkness,True,1,True,True,Action,True,2K,True,82,0.36,14.95,X360,M,True,2007,10.9,17.066666666666666,10.0,90,7.966666666666667,17.733333333333334,21.28333333333333,20.0,5,14.433333333333334,11.7,15.383333333333333,11.116666666666667,40,9.2,9.433333333333334,11.183333333333334,9.5,45,7.466666666666667
Rumble Roses XX,True,4,True,True,"Action,Sports",True,Konami,True,62,0.06,17.95,X360,E,True,2006,119.25,158.8,126.0,4,76.3,127.0,168.25,156.0,3,85.75,96.0,96.0,96.0,1,96.0,0.0,0.0,0.0,0,0.0
Madden NFL 06,True,1,True,True,Sports,True,EA,True,75,0.75,7.95,Sony PSP,E,True,2005,3.75,5.366666666666666,3.75,2,2.1166666666666667,3.75,5.366666666666666,3.75,2,2.1166666666666667,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Lord of the Rings: Tactics,True,1,True,True,"Role-Playing (RPG),Strategy",True,EA,True,64,0.11,19.95,Sony PSP,M,True,2005,5.0,5.0,5.0,1,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,1,5.0
Madden NFL 07,True,1,True,True,Sports,True,EA,True,78,0.83,9.95,Sony PSP,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Blazing Angels 2: Secret Missions of WWII,True,2,True,True,Action,True,Ubisoft,True,70,0.08,22.95,PlayStation 3,T,True,2007,13.0,14.866666666666667,12.5,4,11.366666666666667,0.0,0.0,0.0,0,0.0,16.0,16.5,16.0,2,15.5,10.0,10.0,10.0,2,10.0
Blitz: The League II,True,2,True,True,"Action,Sports",True,Midway,True,68,0.07,12.95,X360,M,True,2008,20.0,21.0,20.0,2,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20.0,21.0,20.0,2,19.0
Ultimate Mortal Kombat 3,True,1,True,True,Action,True,Midway,True,73,0.05,23.95,Nintendo DS,E,True,2007,3.85,11.45,2.0,21,1.55,8.383333333333333,10.166666666666666,8.0,3,6.583333333333333,8.4,13.6,6.0,5,5.1,1.0666666666666669,1.6,1.0,13,0.6166666666666667
Mario vs. Donkey Kong 2: March of the Minis,True,1,True,True,Action,True,Nintendo,True,76,0.77,27.95,Nintendo DS,T,True,2006,5.016666666666667,6.683333333333334,4.75,5,3.733333333333333,0.0,0.0,0.0,0,0.0,6.75,7.616666666666667,6.75,2,5.866666666666667,3.883333333333333,4.416666666666667,4.316666666666666,3,3.333333333333333
Sid Meier's Civilization: Revolution,True,1,True,True,Strategy,True,2K,True,84,0.49,24.95,X360,T,True,2008,14.4,35.1,6.0,30,6.35,43.35,51.333333333333336,42.0,5,33.833333333333336,16.35,21.03333333333333,17.8,8,10.033333333333331,4.966666666666667,10.2,3.8666666666666663,17,3.45
Scarface: The World is Yours,True,1,True,True,"Action,Racing / Driving",True,,True,71,0.12,22.95,Nintendo Wii,M,True,2007,24.78333333333333,32.45,23.066666666666663,25,18.3,29.55,34.88333333333333,28.0,8,23.633333333333333,25.5,31.133333333333333,23.066666666666663,11,21.133333333333333,17.116666666666667,19.45,17.133333333333333,6,14.9
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,71,0.96,12.95,X360,T,True,2007,25.316666666666663,42.1,13.1,14,11.95,45.03333333333333,56.38333333333333,50.5,5,26.23333333333333,30.9,35.68333333333333,30.9,2,26.116666666666667,9.65,12.4,10.0,7,7.4
Cooking Mama 2: Dinner with Friends,True,1,True,True,Simulation,True,,True,70,1.56,17.95,Nintendo DS,E,True,2007,8.216666666666667,14.816666666666666,5.183333333333334,6,5.85,22.933333333333334,22.933333333333334,22.933333333333334,1,22.933333333333334,0.0,0.0,0.0,0,0.0,5.266666666666667,5.6,5.133333333333334,5,5.1
Death Jr.,True,1,True,True,Action,True,Konami,True,61,0.19,9.95,Sony PSP,M,True,2005,3.533333333333333,3.533333333333333,3.533333333333333,1,3.533333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.533333333333333,3.533333333333333,3.533333333333333,1,3.533333333333333
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,True,1,True,True,"Action,Adventure",True,Konami,True,58,0.06,17.95,Nintendo DS,T,True,2005,4.5,4.5,4.5,1,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4.5,4.5,4.5,1,4.5
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,76,0.51,17.95,X360,E,True,2008,11.516666666666667,17.883333333333333,10.033333333333331,143,7.833333333333333,18.883333333333333,21.966666666666665,19.0,13,14.466666666666669,12.116666666666667,16.016666666666666,12.0,37,9.733333333333333,10.25,15.55,10.0,93,7.516666666666667
Fable II,True,1,True,True,Role-Playing (RPG),True,Microsoft,True,89,2.55,17.95,X360,E,True,2008,25.15,128.78333333333333,20.0,207,14.233333333333333,61.75,146.28333333333333,53.36666666666667,28,35.28333333333333,24.1,38.75,23.4,105,15.733333333333333,12.816666666666666,18.7,12.0,74,9.15
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,,True,80,3.03,17.95,Nintendo Wii,M,True,2007,24.883333333333333,51.71666666666667,20.0,126,15.05,39.81666666666667,49.81666666666667,39.5,31,32.38333333333333,25.5,52.11666666666667,21.0,47,15.966666666666669,14.666666666666666,27.166666666666668,14.0,48,11.0
Dynasty Warriors DS: Fighter's Battle,True,1,True,True,"Action,Strategy",True,,True,56,0.03,14.95,Nintendo DS,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Ninja Gaiden: Dragon Sword,True,1,True,True,Action,True,,True,83,0.16,12.95,Nintendo DS,E,True,2008,5.3,6.566666666666666,5.383333333333334,18,3.4166666666666665,0.0,0.0,0.0,0,0.0,6.35,6.583333333333333,6.35,2,6.116666666666666,5.166666666666667,6.533333333333333,5.333333333333333,16,3.3666666666666667
Blitz: The League II,True,2,True,True,"Action,Sports",True,Midway,True,62,0.09,14.95,PlayStation 3,M,True,2008,20.0,21.0,20.0,2,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20.0,21.0,20.0,2,19.0
300: March to Glory,True,1,True,True,Action,True,Eidos,True,55,0.26,14.95,Sony PSP,E,True,2007,7.4,7.4,7.4,1,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7.4,7.4,7.4,1,7.4
Thrillville: Off the Rails,True,4,True,True,"Simulation,Strategy",True,,True,73,0.12,17.95,X360,E,True,2007,12.15,21.433333333333334,9.633333333333333,7,7.733333333333333,10.75,11.3,10.75,2,10.183333333333334,32.0,32.0,32.0,1,32.0,7.883333333333333,9.083333333333334,8.5,4,6.383333333333334
Geometry Wars: Galaxies,True,1,True,True,Action,True,,True,79,0.12,14.95,Nintendo DS,T,True,2007,18.5,22.75,18.5,2,14.25,0.0,0.0,0.0,0,0.0,27.0,27.0,27.0,1,27.0,10.0,10.0,10.0,1,10.0
Elite Beat Agents,True,1,True,True,Action,True,Nintendo,True,87,0.27,9.95,Nintendo DS,M,True,2006,10.266666666666667,26.183333333333334,4.5,51,4.183333333333334,30.45,38.85,35.0,11,20.35,6.4,10.3,4.5,10,3.55,4.15,6.033333333333333,4.0,30,2.533333333333333
Bomberman Land Touch!,True,1,True,True,Action,True,,True,78,0.04,24.95,Nintendo DS,E,True,2006,16.416666666666668,21.85,15.0,3,10.983333333333333,0.0,0.0,0.0,0,0.0,17.133333333333333,22.566666666666663,17.133333333333333,2,11.7,15.0,15.0,15.0,1,15.0
Myst,True,1,True,True,Adventure,True,Midway,True,43,0.06,24.95,Nintendo DS,E,True,2007,7.866666666666667,12.716666666666669,7.05,26,5.716666666666667,9.666666666666666,13.6,8.716666666666667,6,7.35,8.766666666666667,9.433333333333334,9.0,3,8.1,7.066666666666666,10.283333333333331,6.066666666666666,17,5.283333333333333
Tales of Vesperia,True,1,True,True,"Adventure,Role-Playing (RPG)",True,Namco,True,79,0.25,27.95,X360,M,True,2008,71.78333333333333,177.15,56.86666666666667,218,44.65,190.31666666666663,240.7,192.5,16,130.7,75.18333333333334,114.58333333333331,70.15,92,48.833333333333336,51.68333333333333,75.16666666666667,49.0,110,39.66666666666666
Avalon Code,True,1,True,True,"Action,Adventure,Role-Playing (RPG)",True,,True,71,0.1,27.95,Nintendo DS,M,True,2008,31.5,49.833333333333336,23.85,6,21.366666666666667,52.5,62.25,52.5,2,42.75,0.0,0.0,0.0,0,0.0,21.0,23.23333333333333,21.966666666666665,4,18.266666666666666
Ford Racing 3,True,1,True,True,"Action,Racing / Driving",True,,True,49,0.1,14.95,Nintendo DS,E,True,2005,7.1,8.3,8.016666666666667,6,5.433333333333334,8.4,8.75,8.466666666666667,4,8.0,5.666666666666667,5.666666666666667,5.666666666666667,1,5.666666666666667,3.333333333333333,3.333333333333333,3.333333333333333,1,3.333333333333333
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,,True,80,1.09,17.95,X360,T,True,2007,24.883333333333333,51.71666666666667,20.0,126,15.05,39.81666666666667,49.81666666666667,39.5,31,32.38333333333333,25.5,52.11666666666667,21.0,47,15.966666666666669,14.666666666666666,27.166666666666668,14.0,48,11.0
Army of Two,True,2,True,True,Action,True,EA,True,74,0.75,16.95,PlayStation 3,T,True,2008,6.8,11.633333333333333,6.75,85,5.383333333333334,0.0,0.0,0.0,0,0.0,7.583333333333333,11.9,7.033333333333333,20,6.15,6.566666666666666,8.316666666666666,6.716666666666667,65,5.316666666666666
Need for Speed: Undercover,True,1,True,True,Racing / Driving,True,EA,True,59,0.59,17.95,PlayStation 3,E,True,2008,12.183333333333334,16.333333333333332,11.2,43,9.333333333333334,16.116666666666667,18.15,14.5,6,14.3,13.783333333333331,16.683333333333334,13.0,11,11.683333333333334,10.583333333333334,11.683333333333334,11.0,26,8.883333333333333
Ultimate Band,True,1,True,True,"Action,Simulation",True,Disney,True,69,0.11,14.95,Nintendo DS,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Legend of Zelda: Twilight Princess,True,1,True,True,"Action,Role-Playing (RPG)",True,Nintendo,True,95,3.33,39.95,Nintendo Wii,M,True,2006,45.6,75.23333333333333,43.0,528,32.0,55.3,77.45,54.53333333333333,106,38.95,47.6,76.55,46.23333333333333,241,33.45,37.266666666666666,58.95,37.0,181,28.416666666666668
Conan,True,1,True,True,"Action,Adventure",True,THQ,True,69,0.14,14.95,X360,E,True,2007,7.183333333333334,13.283333333333331,6.0,28,5.566666666666666,16.5,18.25,16.5,2,14.75,7.666666666666667,8.6,8.75,3,6.716666666666667,6.3,8.766666666666667,6.0,23,5.35
Guitar Hero: Aerosmith,True,2,True,True,"Action,Simulation",True,Activision,True,70,0.91,9.95,X360,E,True,2008,11.3,46.06666666666667,5.0,27,5.566666666666666,68.01666666666667,68.01666666666667,68.01666666666667,1,68.01666666666667,27.633333333333333,53.2,17.2,5,13.7,4.716666666666667,6.416666666666667,4.933333333333334,21,3.9166666666666665
Burnout Paradise,True,1,True,True,"Action,Racing / Driving",True,EA,True,87,1.01,17.95,PlayStation 3,T,True,2008,27.15,136.78333333333333,20.0,145,14.783333333333331,62.9,153.21666666666667,50.0,23,39.46666666666667,27.5,55.61666666666667,25.0,59,16.116666666666667,13.783333333333331,19.433333333333334,14.0,63,11.05
Unreal Tournament III,True,2,True,True,Action,True,Midway,True,82,0.23,14.95,X360,M,True,2008,14.066666666666666,24.133333333333333,12.516666666666667,35,8.883333333333333,22.516666666666666,23.58333333333333,23.5,4,20.966666666666665,18.7,26.25,16.316666666666666,8,13.75,11.0,19.366666666666667,10.5,23,7.616666666666667
Sonic Riders: Zero Gravity,True,4,True,True,Racing / Driving,True,Sega,True,56,0.45,16.95,Nintendo Wii,T,True,2008,5.5,8.433333333333334,4.266666666666667,8,3.6,9.5,10.75,9.5,2,8.25,6.283333333333333,7.133333333333334,6.283333333333333,2,5.433333333333334,3.1,3.5166666666666666,3.066666666666667,4,2.7
Madden NFL 07,True,2,True,True,Sports,True,EA,True,80,1.77,4.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Warriors,True,1,True,True,Action,True,Rockstar,True,52,0.24,17.95,Sony PSP,T,True,2007,12.566666666666666,16.75,10.45,14,9.0,12.916666666666666,12.916666666666666,12.916666666666666,1,12.916666666666666,10.366666666666667,10.366666666666667,10.366666666666667,1,10.366666666666667,12.733333333333333,16.75,10.266666666666667,12,9.0
Rune Factory: A Fantasy Harvest Moon,True,1,True,True,"Role-Playing (RPG),Simulation",True,,True,78,0.34,24.95,Nintendo DS,T,True,2006,66.13333333333334,79.48333333333333,67.08333333333333,4,52.3,38.0,38.0,38.0,1,38.0,75.51666666666667,87.23333333333333,88.66666666666667,3,63.78333333333333,0.0,0.0,0.0,0,0.0
Etrian Odyssey,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,75,0.19,24.95,Nintendo DS,E,True,2007,60.81666666666667,98.33333333333331,54.05,24,40.71666666666667,92.11666666666666,113.68333333333334,84.15,4,74.56666666666666,58.88333333333333,72.75,68.5,9,43.833333333333336,51.0,56.75,50.0,11,45.25
Syphon Filter: Dark Mirror,True,1,True,True,Action,True,Sony,True,87,0.24,12.95,Sony PSP,M,True,2006,8.466666666666667,11.433333333333334,7.283333333333333,8,6.683333333333334,15.0,15.0,15.0,1,15.0,9.25,10.083333333333334,9.25,2,8.416666666666666,6.85,7.333333333333333,7.0,5,6.2
Star Fox Command,True,1,True,True,Action,True,Nintendo,True,76,0.39,14.95,Nintendo DS,T,True,2006,3.7,5.666666666666667,3.0,17,2.1666666666666665,0.0,0.0,0.0,0,0.0,6.6,7.3,6.6,2,5.9,3.3166666666666664,5.066666666666666,3.0,15,2.066666666666667
Jackass: The Game,True,1,True,True,Action,True,,True,58,0.08,17.95,Sony PSP,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Earth Defense Force 2017,True,2,True,True,Action,True,,True,69,0.03,17.95,X360,T,True,2006,22.466666666666665,45.86666666666667,11.0,23,12.05,60.5,60.75,60.5,2,60.25,33.5,51.5,22.5,8,19.0,9.85,12.45,10.0,13,8.633333333333333
The Elder Scrolls IV: Oblivion,True,1,True,True,"Action,Role-Playing (RPG)",True,Ubisoft,True,93,1.2,17.95,PlayStation 3,T,True,2007,101.08333333333331,310.26666666666665,80.0,518,47.516666666666666,195.03333333333333,335.03333333333336,185.0,117,116.0,96.9,310.96666666666664,86.95,268,52.75,26.83333333333333,99.2,24.0,133,14.95
Dynasty Warriors,True,1,True,True,"Action,Adventure,Role-Playing (RPG)",True,,True,62,0.2,14.95,Sony PSP,E,True,2004,8.883333333333333,18.05,2.083333333333333,4,3.1166666666666667,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.883333333333333,18.05,2.083333333333333,4,3.1166666666666667
True Swing Golf,True,1,True,True,Sports,True,Nintendo,True,66,0.12,14.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
GRID,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,87,0.31,24.95,PlayStation 3,T,True,2008,28.58333333333333,106.41666666666669,23.133333333333333,78,17.166666666666668,47.18333333333333,114.63333333333334,37.4,21,28.633333333333333,24.566666666666663,34.31666666666667,24.75,16,18.316666666666663,20.616666666666667,40.65,22.0,41,14.9
Professor Layton and the Curious Village,True,1,True,True,"Adventure,Educational,Strategy",True,Nintendo,True,85,1.26,23.95,Nintendo DS,E,True,2007,14.416666666666666,37.06666666666667,13.883333333333333,225,9.166666666666666,15.5,37.55,14.7,60,11.833333333333334,15.533333333333331,36.53333333333333,14.65,74,10.6,12.8,33.81666666666667,12.466666666666669,91,8.416666666666666
NBA 08,True,2,True,True,Sports,True,Sony,True,75,0.03,7.95,Sony PSP,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NHL 2K6 ,True,1,True,True,Sports,True,2K,True,75,0.1,5.95,X360,T,True,2005,2.5,3.0,2.5,2,2.0166666666666666,2.5,3.0,2.5,2,2.0166666666666666,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
World Series of Poker 2008: Battle for the Brac...,True,1,True,True,Simulation,True,Activision,True,74,0.05,19.95,X360,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
College Hoops 2K6,True,1,True,True,Sports,True,2K,True,70,0.11,6.95,X360,E,True,2006,1.55,1.7833333333333332,1.5666666666666669,3,1.3333333333333333,1.55,1.7833333333333332,1.5666666666666669,3,1.3333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Etrian Odyssey II: Heroes of Lagaard,True,1,True,True,Role-Playing (RPG),True,,True,82,0.07,24.95,Nintendo DS,T,True,2008,55.48333333333333,63.31666666666667,53.8,10,48.016666666666666,72.0,72.0,72.0,1,72.0,67.45,68.71666666666667,67.45,2,66.16666666666667,49.7,56.16666666666666,45.0,7,44.36666666666667
BioShock,True,1,True,True,Action,True,2K,True,96,1.52,16.95,X360,T,True,2007,14.666666666666666,32.333333333333336,13.5,1900,9.533333333333331,21.75,33.43333333333333,20.0,214,15.166666666666666,16.333333333333332,33.13333333333333,15.0,630,10.833333333333334,12.266666666666667,21.066666666666663,12.0,1100,8.566666666666666
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,72,1.0,17.95,Nintendo Wii,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Ghost Rider,True,4,True,True,Action,True,2K,True,49,0.23,16.95,Sony PSP,T,True,2007,4.633333333333333,5.116666666666666,4.816666666666666,3,4.166666666666667,3.6,3.6,3.6,1,3.6,0.0,0.0,0.0,0,0.0,5.15,5.316666666666666,5.15,2,4.983333333333333
Tiger Woods PGA Tour 06,True,1,True,True,Sports,True,EA,True,80,0.2,9.95,Sony PSP,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
AC/DC Live: Rock Band - Track Pack,True,1,True,True,"Action,Simulation",True,,True,60,0.19,14.95,PlayStation 3,E,True,2008,3.633333333333333,4.883333333333333,3.9333333333333336,8,2.7666666666666666,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.633333333333333,4.883333333333333,3.9333333333333336,8,2.7666666666666666
Baja: Edge of Control,True,4,True,True,"Racing / Driving,Simulation,Sports",True,THQ,True,65,0.11,16.95,X360,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.3,17.95,Nintendo Wii,T,True,2008,5.8,10.666666666666666,5.0,12,4.233333333333333,9.983333333333333,12.466666666666669,8.0,3,7.483333333333333,5.083333333333333,5.083333333333333,5.083333333333333,1,5.083333333333333,4.333333333333333,4.683333333333334,4.366666666666666,8,3.716666666666667
Winning Eleven: Pro Evolution Soccer 2007,True,6,True,True,Sports,True,Konami,True,80,0.08,11.95,X360,E,True,2006,37.0,50.5,37.0,2,23.5,64.0,64.0,64.0,1,64.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Turning Point: Fall of Liberty,True,1,True,True,Action,True,,True,43,0.24,7.95,X360,M,True,2008,5.116666666666666,6.1,5.0,14,4.133333333333334,5.216666666666667,5.216666666666667,5.216666666666667,1,5.216666666666667,3.216666666666667,3.216666666666667,3.216666666666667,1,3.216666666666667,5.266666666666667,6.15,5.0,12,4.566666666666666
The Legendary Starfy,True,1,True,True,"Action,Adventure",True,Nintendo,True,75,0.5,24.95,Nintendo DS,E,True,2008,14.25,18.53333333333333,9.9,11,9.033333333333331,21.383333333333333,22.9,20.25,5,19.58333333333333,8.65,9.266666666666667,8.65,2,8.033333333333333,8.133333333333333,8.95,8.5,4,7.15
